+------+------------------+-------------+---------------+
| Rank |    Drug Name     | Target Name | Binding Score |
+------+------------------+-------------+---------------+
|  1   | ZINC000001530621 |    O15826   |      0.28     |
|  2   | ZINC000169734975 |    O15826   |      0.30     |
|  3   | ZINC000095092801 |    O15826   |      0.37     |
|  4   | ZINC000252548735 |    O15826   |      0.40     |
|  5   | ZINC000252548734 |    O15826   |      0.40     |
|  6   | ZINC000169289411 |    O15826   |      0.40     |
|  7   | ZINC000003936035 |    O15826   |      0.42     |
|  8   | ZINC000095618608 |    O15826   |      0.43     |
|  9   | ZINC000261494662 |    O15826   |      0.44     |
|  10  | ZINC000261494663 |    O15826   |      0.44     |
|  11  | ZINC000085599303 |    O15826   |      0.44     |
|  12  | ZINC000095618832 |    O15826   |      0.44     |
|  13  | ZINC000003830999 |    O15826   |      0.45     |
|  14  | ZINC000003831000 |    O15826   |      0.45     |
|  15  | ZINC000082138051 |    O15826   |      0.51     |
|  16  | ZINC000135669648 |    O15826   |      0.55     |
|  17  | ZINC000299841531 |    O15826   |      0.55     |
|  18  | ZINC000299841533 |    O15826   |      0.55     |
|  19  | ZINC000299841532 |    O15826   |      0.55     |
|  20  | ZINC000169356261 |    O15826   |      0.55     |
|  21  | ZINC000085536990 |    O15826   |      0.55     |
|  22  | ZINC000095617678 |    O15826   |      0.55     |
|  23  | ZINC000253496134 |    O15826   |      0.55     |
|  24  | ZINC000253687865 |    O15826   |      0.57     |
|  25  | ZINC000299888510 |    O15826   |      0.57     |
|  26  | ZINC000299888509 |    O15826   |      0.57     |
|  27  | ZINC000299888511 |    O15826   |      0.57     |
|  28  | ZINC000169677008 |    O15826   |      0.58     |
|  29  | ZINC000254113657 |    O15826   |      0.58     |
|  30  | ZINC000169621231 |    O15826   |      0.58     |
|  31  | ZINC000169621230 |    O15826   |      0.58     |
|  32  | ZINC000096006018 |    O15826   |      0.59     |
|  33  | ZINC000253684767 |    O15826   |      0.59     |
|  34  | ZINC000169289388 |    O15826   |      0.59     |
|  35  | ZINC000257372319 |    O15826   |      0.59     |
|  36  | ZINC000261494640 |    O15826   |      0.59     |
|  37  | ZINC000206179175 |    O15826   |      0.60     |
|  38  | ZINC000003953037 |    O15826   |      0.61     |
|  39  | ZINC000206179363 |    O15826   |      0.65     |
|  40  | ZINC000003830994 |    O15826   |      0.67     |
|  41  | ZINC000003830993 |    O15826   |      0.67     |
|  42  | ZINC000261512594 |    O15826   |      0.68     |
|  43  | ZINC000100100396 |    O15826   |      0.68     |
|  44  | ZINC000100014880 |    O15826   |      0.69     |
|  45  | ZINC000040430143 |    O15826   |      0.69     |
|  46  | ZINC000025723899 |    O15826   |      0.71     |
|  47  | ZINC000000000855 |    O15826   |      0.73     |
|  48  | ZINC000000000504 |    O15826   |      0.73     |
|  49  | ZINC000000599871 |    O15826   |      0.77     |
|  50  | ZINC000003808350 |    O15826   |      0.79     |
|  51  | ZINC000103591745 |    O15826   |      0.80     |
|  52  | ZINC000003861637 |    O15826   |      0.83     |
|  53  | ZINC000000601316 |    O15826   |      0.84     |
|  54  | ZINC000003830579 |    O15826   |      0.84     |
|  55  | ZINC000299841511 |    O15826   |      0.85     |
|  56  | ZINC000000001898 |    O15826   |      0.85     |
|  57  | ZINC000068268153 |    O15826   |      0.86     |
