+------+------------------+-------------+---------------+
| Rank |    Drug Name     | Target Name | Binding Score |
+------+------------------+-------------+---------------+
|  1   | ZINC000001530621 |    O97193   |      0.35     |
|  2   | ZINC000252548735 |    O97193   |      0.53     |
|  3   | ZINC000252548734 |    O97193   |      0.53     |
|  4   | ZINC000169289411 |    O97193   |      0.53     |
|  5   | ZINC000003830999 |    O97193   |      0.54     |
|  6   | ZINC000095618608 |    O97193   |      0.57     |
|  7   | ZINC000261494662 |    O97193   |      0.59     |
|  8   | ZINC000261494663 |    O97193   |      0.59     |
|  9   | ZINC000085599303 |    O97193   |      0.59     |
|  10  | ZINC000095618832 |    O97193   |      0.59     |
|  11  | ZINC000169356261 |    O97193   |      0.75     |
|  12  | ZINC000085536990 |    O97193   |      0.75     |
|  13  | ZINC000095617678 |    O97193   |      0.75     |
|  14  | ZINC000253496134 |    O97193   |      0.75     |
|  15  | ZINC000003953037 |    O97193   |      0.76     |
|  16  | ZINC000169677008 |    O97193   |      0.76     |
|  17  | ZINC000254113657 |    O97193   |      0.76     |
|  18  | ZINC000169621231 |    O97193   |      0.76     |
|  19  | ZINC000169621230 |    O97193   |      0.76     |
|  20  | ZINC000096006018 |    O97193   |      0.79     |
|  21  | ZINC000253684767 |    O97193   |      0.79     |
|  22  | ZINC000169289388 |    O97193   |      0.79     |
|  23  | ZINC000257372319 |    O97193   |      0.79     |
|  24  | ZINC000261494640 |    O97193   |      0.79     |
|  25  | ZINC000003830994 |    O97193   |      0.81     |
|  26  | ZINC000003830993 |    O97193   |      0.81     |
|  27  | ZINC000000000855 |    O97193   |      0.91     |
|  28  | ZINC000000000504 |    O97193   |      0.91     |
|  29  | ZINC000040430143 |    O97193   |      0.93     |
|  30  | ZINC000100014880 |    O97193   |      0.94     |
|  31  | ZINC000000001898 |    O97193   |      0.98     |
|  32  | ZINC000000002232 |    O97193   |      1.03     |
|  33  | ZINC000000601316 |    O97193   |      1.12     |
|  34  | ZINC000003830579 |    O97193   |      1.12     |
|  35  | ZINC000001482169 |    O97193   |      1.21     |
|  36  | ZINC000005736075 |    O97193   |      1.24     |
|  37  | ZINC000000002176 |    O97193   |      1.28     |
|  38  | ZINC000000403609 |    O97193   |      1.28     |
|  39  | ZINC000003936683 |    O97193   |      1.28     |
|  40  | ZINC000000897232 |    O97193   |      1.31     |
|  41  | ZINC000000897229 |    O97193   |      1.31     |
|  42  | ZINC000072316335 |    O97193   |      1.49     |
|  43  | ZINC000003808779 |    O97193   |      1.54     |
|  44  | ZINC000100017456 |    O97193   |      1.57     |
|  45  | ZINC000068153186 |    O97193   |      1.65     |
|  46  | ZINC000000006157 |    O97193   |      1.66     |
|  47  | ZINC000001999487 |    O97193   |      1.66     |
|  48  | ZINC000100011067 |    O97193   |      1.66     |
|  49  | ZINC000004097225 |    O97193   |      1.70     |
|  50  | ZINC000003830916 |    O97193   |      1.77     |
|  51  | ZINC000118915336 |    O97193   |      1.80     |
|  52  | ZINC000118915337 |    O97193   |      1.80     |
|  53  | ZINC000118915338 |    O97193   |      1.80     |
|  54  | ZINC000118915339 |    O97193   |      1.80     |
|  55  | ZINC000000001676 |    O97193   |      1.80     |
|  56  | ZINC000003798734 |    O97193   |      1.82     |
|  57  | ZINC000012496045 |    O97193   |      1.82     |
|  58  | ZINC000003813082 |    O97193   |      1.85     |
|  59  | ZINC000000601314 |    O97193   |      1.85     |
|  60  | ZINC000000000449 |    O97193   |      1.87     |
|  61  | ZINC000003813083 |    O97193   |      1.87     |
|  62  | ZINC000004217580 |    O97193   |      1.91     |
|  63  | ZINC000100016058 |    O97193   |      1.97     |
|  64  | ZINC000169748244 |    O97193   |      1.98     |
|  65  | ZINC000000000106 |    O97193   |      2.04     |
|  66  | ZINC000000002276 |    O97193   |      2.04     |
|  67  | ZINC000037866091 |    O97193   |      2.06     |
|  68  | ZINC000003787060 |    O97193   |      2.06     |
|  69  | ZINC000100734163 |    O97193   |      2.07     |
|  70  | ZINC000019362693 |    O97193   |      2.12     |
|  71  | ZINC000013520815 |    O97193   |      2.14     |
|  72  | ZINC000118915344 |    O97193   |      2.16     |
|  73  | ZINC000004214473 |    O97193   |      2.16     |
|  74  | ZINC000256479159 |    O97193   |      2.16     |
|  75  | ZINC000256479166 |    O97193   |      2.16     |
|  76  | ZINC000256479162 |    O97193   |      2.16     |
|  77  | ZINC000027552910 |    O97193   |      2.16     |
|  78  | ZINC000000000867 |    O97193   |      2.21     |
|  79  | ZINC000002530703 |    O97193   |      2.22     |
|  80  | ZINC000004074875 |    O97193   |      2.23     |
|  81  | ZINC000004097427 |    O97193   |      2.23     |
|  82  | ZINC000000607939 |    O97193   |      2.25     |
|  83  | ZINC000100001918 |    O97193   |      2.25     |
|  84  | ZINC000033650458 |    O97193   |      2.26     |
|  85  | ZINC000299817032 |    O97193   |      2.26     |
|  86  | ZINC000001530694 |    O97193   |      2.28     |
|  87  | ZINC000100018854 |    O97193   |      2.29     |
|  88  | ZINC000100018852 |    O97193   |      2.29     |
|  89  | ZINC000000896557 |    O97193   |      2.29     |
|  90  | ZINC000000896560 |    O97193   |      2.29     |
|  91  | ZINC000000000347 |    O97193   |      2.29     |
|  92  | ZINC000008552018 |    O97193   |      2.32     |
|  93  | ZINC000004245650 |    O97193   |      2.38     |
|  94  | ZINC000005752185 |    O97193   |      2.40     |
|  95  | ZINC000003938686 |    O97193   |      2.40     |
|  96  | ZINC000000968338 |    O97193   |      2.42     |
|  97  | ZINC000000968340 |    O97193   |      2.42     |
|  98  | ZINC000004214603 |    O97193   |      2.47     |
|  99  | ZINC000256072841 |    O97193   |      2.55     |
| 100  | ZINC000256072846 |    O97193   |      2.55     |
| 101  | ZINC000256072844 |    O97193   |      2.55     |
| 102  | ZINC000034176696 |    O97193   |      2.55     |
| 103  | ZINC000003920028 |    O97193   |      2.55     |
| 104  | ZINC000072481720 |    O97193   |      2.55     |
| 105  | ZINC000003922770 |    O97193   |      2.56     |
| 106  | ZINC000028536264 |    O97193   |      2.63     |
| 107  | ZINC000001550766 |    O97193   |      2.63     |
| 108  | ZINC000008552017 |    O97193   |      2.70     |
| 109  | ZINC000012404516 |    O97193   |      2.74     |
| 110  | ZINC000936069425 |    O97193   |      2.77     |
| 111  | ZINC000005419315 |    O97193   |      2.78     |
| 112  | ZINC000005159450 |    O97193   |      2.78     |
| 113  | ZINC000100054890 |    O97193   |      2.87     |
| 114  | ZINC000100054893 |    O97193   |      2.87     |
| 115  | ZINC000095618855 |    O97193   |      2.87     |
| 116  | ZINC000013648755 |    O97193   |      2.88     |
| 117  | ZINC000100037885 |    O97193   |      2.88     |
| 118  | ZINC000100037890 |    O97193   |      2.88     |
| 119  | ZINC000000001395 |    O97193   |      2.92     |
| 120  | ZINC000001997240 |    O97193   |      2.92     |
| 121  | ZINC000077301904 |    O97193   |      2.95     |
| 122  | ZINC000000897240 |    O97193   |      3.03     |
| 123  | ZINC000000601229 |    O97193   |      3.03     |
| 124  | ZINC000118915227 |    O97193   |      3.03     |
| 125  | ZINC000118915228 |    O97193   |      3.03     |
| 126  | ZINC000118915229 |    O97193   |      3.03     |
| 127  | ZINC000118915230 |    O97193   |      3.03     |
| 128  | ZINC000261494697 |    O97193   |      3.03     |
| 129  | ZINC000261494696 |    O97193   |      3.03     |
| 130  | ZINC000095618870 |    O97193   |      3.03     |
| 131  | ZINC000003814360 |    O97193   |      3.07     |
| 132  | ZINC000013763987 |    O97193   |      3.18     |
| 133  | ZINC000006409735 |    O97193   |      3.19     |
| 134  | ZINC000000968310 |    O97193   |      3.24     |
| 135  | ZINC000000000509 |    O97193   |      3.24     |
| 136  | ZINC000014210457 |    O97193   |      3.32     |
| 137  | ZINC000014210455 |    O97193   |      3.32     |
| 138  | ZINC000003830820 |    O97193   |      3.33     |
| 139  | ZINC000019632718 |    O97193   |      3.35     |
| 140  | ZINC000019632713 |    O97193   |      3.35     |
| 141  | ZINC000001853550 |    O97193   |      3.36     |
| 142  | ZINC000035801098 |    O97193   |      3.38     |
| 143  | ZINC000000597260 |    O97193   |      3.39     |
